word,topicid,topicval
satyendra,"[23, 3, 17, 0, 5, 15, 9, 20, 1, 10, 13, 4, 11, 12, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99997914411921274, 1.2728082439437598e-05, 8.1277978380898671e-06, 5.0962743591015518e-13, 4.7489642381028011e-28, 4.3096875264476901e-32, 7.5177506835242264e-59, 1.5580077122602351e-72, 5.9846890234682378e-74, 7.2761775785794251e-75, 7.7759269292736195e-101, 5.0413300046121759e-114, 1.1784877423286163e-169, 1.0686112451137743e-178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
nath,"[23, 3, 17, 0, 5, 15, 9, 1, 10, 20, 13, 4, 11, 12, 18, 14, 16, 8, 7, 6, 19, 21, 2, 22, 24]","[0.99993219363674657, 6.54467600160309e-05, 2.359583999976509e-06, 1.9229005232064098e-11, 9.1026267218529195e-28, 5.1774929150632043e-34, 4.3020070298722556e-57, 6.6913785380316187e-71, 9.9103195576762255e-80, 4.3331778489856125e-86, 1.4592582571751065e-86, 5.667206636152317e-105, 2.8115254932402401e-112, 3.0276203035490595e-124, 1.9195932537869952e-319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bremsstrahlung,"[3, 23, 17, 0, 5, 15, 9, 1, 10, 20, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999948189124332, 3.9894457800086343e-07, 1.1916415340458897e-07, 2.4471045201653955e-17, 2.855265987878547e-36, 2.2103048444525143e-53, 1.0724579434275801e-65, 8.5071772302379329e-81, 2.5778414908845455e-86, 9.7509355992805678e-110, 3.1924205539933815e-120, 1.2043865917458944e-139, 2.8061198524980125e-146, 2.3709166126302449e-167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
pronunci,"[0, 17, 5, 23, 15, 3, 9, 1, 20, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999929759362316, 4.5300894690457496e-07, 2.4936516074733016e-07, 3.2235830831666691e-11, 6.3761978712846688e-15, 9.325356203310104e-21, 6.4329820215827566e-25, 1.1424298362042517e-46, 1.2900427216048337e-74, 2.2670898120747272e-77, 6.3435590914961122e-83, 2.1125893728153358e-95, 1.4975599642489803e-173, 8.2815619045650585e-234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
deflect,"[23, 0, 3, 17, 5, 15, 9, 1, 4, 10, 20, 13, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999999998681233, 1.3178363507063553e-11, 2.9310084100172171e-15, 6.0642550756022987e-21, 4.922294258650583e-33, 4.9212179447794942e-48, 1.8944748012599495e-70, 4.5928642801347006e-90, 3.9003106244982344e-105, 2.0334116530786237e-109, 6.1574048876015194e-121, 2.1104916932274664e-137, 6.5048221831363833e-205, 3.6283993031304933e-223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
satisfi,"[23, 3, 17, 0, 5, 15, 9, 1, 10, 20, 13, 12, 4, 11, 14, 16, 18, 8, 7, 6, 19, 21, 2, 22, 24]","[0.99999627072169983, 3.246655138367007e-06, 4.8254598752222407e-07, 7.7200637315039144e-11, 1.0577457601905388e-20, 3.5068428738962982e-40, 2.1014746401970448e-50, 1.1479477980558513e-77, 6.0401835524932384e-82, 1.6449539036153325e-87, 2.8768154363137473e-100, 2.5959192234291067e-119, 2.94113031351396e-126, 2.6828729991252333e-170, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
shift,"[9, 1, 15, 5, 20, 0, 10, 17, 23, 13, 4, 3, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999922151763088, 7.7848222947156914e-07, 1.2980370572927696e-13, 4.0934027357990304e-23, 9.993619779553608e-26, 6.8043142158607795e-28, 1.6700799417484827e-32, 1.8151088952809745e-46, 1.0048487307333171e-64, 5.2158661741129831e-66, 5.0850933235120923e-78, 2.5549053875640029e-90, 2.0841259458408765e-90, 3.3885845951535321e-289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
convect,"[9, 1, 15, 0, 5, 13, 20, 10, 17, 23, 4, 3, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[1.0, 4.5329666037639924e-27, 3.3129862390576791e-31, 5.4390976934043503e-36, 4.0396322316329109e-41, 5.9917670722096803e-50, 8.9372433626053929e-52, 2.4258684355407302e-64, 1.6520939764589409e-68, 3.0000613612865163e-93, 2.4181135930890204e-93, 1.1302673461017081e-125, 8.9892924930314397e-169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
deuterium,"[5, 0, 15, 17, 9, 1, 23, 3, 20, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999999343060608, 6.5694176972923532e-09, 3.7469206029017819e-15, 1.7435105510328219e-23, 3.4228880073882398e-28, 4.9469048175180731e-37, 2.9733610240087382e-40, 7.3303124875607192e-49, 2.56244014119396e-58, 2.0606352894776491e-59, 7.6228579812138182e-92, 8.6171851742941364e-131, 1.8234823517816578e-162, 4.8638668230927531e-306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2h,"[23, 17, 3, 0, 5, 15, 9, 1, 10, 20, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999998995161832, 1.0046152362049491e-08, 2.2352353572205196e-12, 3.2052056839438552e-16, 1.3906722704359258e-36, 7.1832541205308637e-52, 3.2742659935657118e-70, 4.2644431443619775e-73, 5.6521602999741484e-101, 2.3476541407396805e-102, 1.1599829016800745e-112, 3.6704410596921543e-135, 2.3643007329102668e-147, 7.6384897833848475e-186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
threshold,"[23, 3, 17, 0, 5, 15, 9, 1, 10, 20, 13, 12, 4, 11, 22, 14, 16, 18, 8, 7, 6, 19, 21, 2, 24]","[0.99028619439397048, 0.0077416658203645168, 0.0019721395422439788, 2.4344300350474783e-10, 2.648694779944121e-24, 5.325128183581447e-42, 1.9315437159215597e-58, 2.5478024293333063e-71, 1.2353830291631977e-88, 7.3380323144013929e-89, 5.6227108019606229e-89, 8.413500807002952e-114, 7.9406823691643465e-114, 7.3087695483593638e-135, 1.0556690091230043e-275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
suppos,"[11, 3, 21, 2, 23, 14, 24, 8, 17, 7, 6, 16, 0, 19, 18, 22, 5, 12, 15, 4, 13, 9, 10, 1, 20]","[1.0, 3.8587951977822958e-45, 1.0895080983098445e-49, 1.0447181467825393e-49, 4.4279589806278994e-51, 1.4596049765933827e-51, 4.1719244972945746e-53, 1.1107230724235014e-58, 7.4128936400505645e-61, 3.7218347803467932e-62, 4.3484707743279392e-67, 2.1048607796944897e-67, 3.2142582165748242e-70, 1.3705355811510938e-86, 7.4736258302227036e-93, 8.0082371805366967e-98, 6.7185006257914066e-102, 9.3974849288313149e-120, 5.7007147593665242e-123, 8.7275573704671923e-135, 8.8600082954562793e-136, 4.331980478425946e-140, 4.0615543801491828e-151, 1.5112919604746195e-155, 9.1858424972186229e-162]"
categor,"[23, 3, 17, 0, 5, 15, 9, 1, 20, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99996974551842877, 3.0254359932203998e-05, 1.2166547707406456e-10, 5.6001760416254471e-19, 7.6833217613512426e-36, 9.7296826665807357e-54, 4.4023642420961493e-62, 1.4247661094224488e-77, 3.7076384263156587e-86, 9.6954272393281894e-96, 2.2093556896264799e-100, 1.676625689444052e-127, 5.935793473785754e-157, 2.7508402440017776e-158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
orang,"[23, 3, 17, 0, 5, 15, 9, 1, 20, 10, 4, 12, 13, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99975117375675238, 0.0002488131486926003, 1.3094378912578235e-08, 1.9139316859183386e-13, 5.0709261574445039e-24, 1.623451130840105e-44, 1.0439226000149965e-55, 5.6593068525560563e-79, 5.7818709347733637e-86, 1.4784632222885514e-89, 1.810259449335372e-129, 1.6394120291974514e-129, 9.6567232531181478e-163, 1.8452190847047173e-180, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lumin,"[23, 17, 3, 0, 5, 15, 1, 9, 10, 20, 13, 4, 11, 12, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999701446548694, 2.7886853059152132e-06, 1.9684913302142845e-07, 5.5554953810675148e-14, 2.8552901626956315e-32, 6.4341758036744334e-39, 5.007149721846965e-71, 1.6337751896791859e-73, 1.1817031274692971e-89, 7.0194856694907203e-91, 2.917479097311602e-108, 3.0037208484911983e-136, 1.0253131085563714e-177, 4.0252428509274936e-205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2007,"[23, 3, 17, 0, 5, 15, 9, 1, 10, 20, 4, 13, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999880995309565, 1.1194173765696764e-06, 7.0629528285030967e-08, 1.6765465616925673e-14, 4.9167588431535854e-36, 2.583473800224283e-46, 1.0466669229574776e-69, 1.094297036712496e-78, 5.3793919232274072e-91, 2.8567780403276428e-98, 1.0714843714415079e-104, 4.7167576748152481e-114, 8.1558287439061463e-129, 4.0573560506491164e-139, 2.5825562287903636e-317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
nasa,"[9, 1, 15, 5, 20, 0, 10, 4, 17, 23, 13, 3, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999999999988631, 9.6677949190215639e-14, 2.1090130275351139e-15, 2.9414511900453727e-20, 4.0172124762021406e-25, 1.7245462316155186e-27, 1.0153195649314528e-36, 2.5381346047161742e-49, 2.5746132460283037e-50, 1.939094124966234e-60, 4.6906100076056969e-66, 5.5850825509791036e-85, 2.0439276797645175e-95, 1.4572338723625581e-302, 8.5811574839709704e-308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
brownian,"[3, 17, 23, 0, 5, 15, 9, 1, 10, 20, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999661987939692, 2.1652924254014951e-06, 1.2148281809430943e-06, 2.9175344044179251e-15, 4.2365569354851466e-38, 1.2830917930953836e-52, 4.9499874439619959e-71, 2.281345314615087e-85, 4.9061353536546841e-97, 1.0366606987586662e-98, 2.6498774980409662e-99, 1.0883073966754974e-113, 1.3929111192103608e-114, 1.1721552554862421e-131, 1.4717180675467215e-295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
look,"[0, 17, 23, 5, 15, 3, 9, 1, 20, 10, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999171601323444, 8.2826361476005761e-06, 1.3506084011454062e-09, 2.55026002458435e-14, 1.1692163031296137e-16, 1.6496900391160451e-18, 7.4656613655723765e-30, 5.125544788141342e-44, 1.4526775514316884e-57, 8.0985538989053743e-71, 2.8289696203741495e-73, 3.8560599691974532e-80, 4.6140104038081522e-140, 5.09149339245021e-167, 2.481680333537481e-301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trap,"[0, 17, 23, 5, 3, 15, 9, 1, 20, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99990943132922494, 7.3666860911421005e-05, 1.6899497931771338e-05, 2.3117807007991552e-09, 1.7836401183784079e-13, 1.3917782845952724e-22, 6.351095939231032e-29, 1.453343387544608e-50, 1.5875047129087924e-60, 2.3163600340881522e-67, 1.4759352208192377e-83, 2.7215899802827127e-96, 6.2670223171965288e-115, 1.271211665082434e-174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
grain,"[5, 0, 15, 17, 23, 9, 3, 1, 20, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999946428161623, 5.3565781287214925e-07, 6.0552483293659075e-11, 8.6337493654264752e-15, 1.1532310719928038e-16, 1.7105298960232259e-19, 1.9480625748006325e-31, 7.1796739270312554e-35, 2.021414564682559e-45, 1.5065121895188341e-45, 4.1181700936720232e-71, 8.0413778984187879e-89, 4.900655234340869e-115, 1.0068417442351316e-210, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
theoriz,"[3, 23, 17, 0, 5, 15, 9, 1, 10, 12, 20, 4, 13, 11, 14, 16, 18, 19, 8, 7, 6, 21, 2, 22, 24]","[0.99206490998945962, 0.0079349109121016649, 1.790984146557035e-07, 2.0442187105847832e-18, 1.9990101778587434e-45, 2.4347827534277622e-55, 1.7047240563553449e-72, 9.1489570902245367e-86, 1.7425674418758676e-109, 3.2315361137953338e-116, 2.2074106038103391e-119, 1.6152260325211337e-124, 3.3792586397254658e-143, 3.4513591793713488e-161, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
verifi,"[0, 17, 3, 23, 5, 15, 9, 1, 10, 20, 13, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99999895634264135, 9.5114903965185083e-07, 6.4319322386242509e-08, 2.8189023183712009e-08, 4.7394462078547207e-18, 1.3168468094508415e-27, 8.9540824680134822e-38, 5.3930667248549919e-48, 4.4900139858529961e-71, 1.006356895177203e-73, 2.0551010370095397e-76, 9.1197435065693107e-88, 5.1266076971393479e-136, 6.8279736594990347e-181, 9.4817669696895732e-318, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1926,"[17, 23, 3, 0, 5, 15, 9, 1, 10, 20, 4, 13, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99984432140153712, 0.00015567170101617577, 6.724190455794099e-09, 1.732517182873447e-10, 1.1424147232960603e-18, 3.8449367054090579e-28, 1.1603158033363644e-46, 6.4081928367839089e-61, 3.8292140306856434e-72, 1.5417190312234041e-72, 1.3091418983076602e-86, 1.2861565787252145e-95, 4.7719431155369899e-141, 7.1029837792604193e-200, 3.5433141923964315e-267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
discontinu,"[0, 17, 5, 23, 3, 15, 9, 1, 20, 10, 13, 4, 12, 11, 18, 14, 16, 8, 7, 6, 19, 21, 2, 22, 24]","[0.99999992303787921, 6.773949389359776e-08, 9.2224846499449772e-09, 1.5525153246451684e-13, 1.9641835331957212e-16, 1.2071109588732886e-18, 1.1857456363967735e-31, 8.7372857003668747e-37, 6.7729464835800136e-59, 7.560649278323782e-64, 9.3800896464651971e-65, 2.2949037131310931e-81, 5.7080510337577694e-130, 3.9670318721457494e-186, 1.2969829954226809e-288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hit,"[3, 23, 17, 0, 5, 15, 9, 1, 10, 20, 13, 4, 11, 12, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999155720547583, 8.0817759325086507e-06, 3.61018590918177e-07, 4.2978285900544478e-17, 3.8942435025488695e-33, 7.5313090449064591e-51, 7.4639539987503026e-67, 1.8126767908268053e-92, 1.8351343473790607e-101, 5.3436020857411364e-106, 3.9167051479268496e-110, 2.4279371936792948e-129, 9.1600925192993548e-166, 1.6486975661837898e-170, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stochast,"[3, 23, 17, 0, 5, 15, 9, 1, 10, 13, 20, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999528290798723, 4.7170542063031999e-06, 3.7823341058071176e-11, 1.9467841165498184e-18, 4.5203946627468981e-44, 4.3712633127272616e-53, 5.6576663080191852e-72, 3.8460201059898466e-91, 4.4121878849212138e-98, 9.0656361151855293e-125, 2.1552884361047171e-127, 6.0605473673993346e-129, 1.0164993984051403e-164, 6.8773396044984057e-178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
walk,"[9, 15, 1, 5, 0, 10, 20, 17, 13, 23, 12, 4, 3, 14, 16, 11, 18, 19, 8, 7, 6, 21, 2, 22, 24]","[0.99999999998721023, 1.2785182972510229e-11, 2.8135302108449883e-18, 6.1846809227764563e-21, 5.8685507507439251e-27, 1.4136879996901301e-40, 1.7147681452287502e-45, 2.5035463432361435e-48, 1.9305885543111529e-53, 3.5258912974343969e-55, 1.0032738097839186e-73, 4.6245674189290412e-76, 1.9095751757803878e-90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bryozoa,"[15, 5, 9, 0, 1, 20, 17, 23, 13, 10, 3, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999999999369038, 5.9280096471942863e-12, 3.6309422079237864e-13, 1.0703688111735227e-14, 2.271715880529027e-20, 9.4799856954715379e-27, 6.3000620543832618e-31, 2.6103790150432743e-34, 3.6375315825127975e-51, 7.6587813302410634e-53, 3.1320528467015406e-57, 4.847220450906392e-80, 6.7654066244602731e-147, 1.9370457517790029e-284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
moss,"[23, 17, 3, 0, 5, 15, 9, 1, 20, 4, 13, 10, 11, 12, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99998038916157206, 1.9090820740629415e-05, 5.1929861681040164e-07, 7.1906709032463225e-10, 3.4088539462962555e-19, 9.088657177692766e-35, 1.0150403237989247e-50, 2.5135408623562933e-69, 3.0113961389522277e-85, 3.9010593485411227e-91, 6.1683852751127307e-95, 3.9146754334798928e-96, 1.5713826310757302e-147, 1.042099012409483e-148, 3.2954079976356891e-240, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
filter,"[9, 15, 1, 5, 0, 17, 10, 20, 23, 3, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999999992405719, 7.5949541116722442e-11, 1.7421258862829666e-18, 5.4447033121836522e-24, 1.7740161997025567e-24, 1.2531782340041739e-37, 1.365294467722278e-42, 1.7200455203264902e-45, 1.534155138683001e-51, 8.8350919632522374e-66, 2.1094987927986766e-75, 4.8898898513720111e-80, 6.1715011235961497e-121, 3.7537111429546844e-286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
siev,"[3, 23, 17, 0, 5, 15, 9, 1, 10, 20, 13, 4, 11, 12, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99996760417511754, 3.23956308382177e-05, 1.9406111507354649e-10, 1.3852898596027888e-19, 1.2606823402360508e-44, 2.8585224124754125e-55, 1.5667752472950602e-77, 5.5170356950330829e-95, 5.1393627772962518e-110, 1.6044630003752138e-113, 9.9337790430630023e-119, 8.8552810272739928e-143, 1.568262968756386e-166, 8.4112075131823155e-194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
crown,"[15, 0, 5, 9, 17, 1, 3, 23, 10, 20, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[1.0, 6.5250611947013685e-20, 1.8537765691615634e-20, 3.591176957448216e-24, 1.4494466993646259e-24, 4.0758246458822264e-38, 3.2717701147149716e-42, 4.2563751025492178e-44, 2.9216292030345413e-53, 8.5614062648662128e-70, 2.2365455673282281e-77, 3.3284695484658025e-106, 9.5238912655371992e-199, 1.4381912221270016e-311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tropic,"[1, 9, 15, 10, 20, 5, 13, 0, 4, 17, 23, 3, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[1.0, 1.731554624988827e-14, 7.7277200090983129e-27, 9.7161105896494306e-28, 2.9560213709286114e-28, 7.7320177645396961e-50, 4.2697870008295129e-51, 5.4165851014371332e-53, 4.3773564268047279e-66, 2.7397429669947328e-85, 2.3925826030101248e-94, 9.0520419225515553e-130, 6.6937222265670087e-137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
genus,"[0, 17, 5, 23, 15, 3, 9, 1, 10, 20, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999955453408496, 3.3928302120786088e-07, 1.0482640393731448e-07, 1.3563942641526655e-09, 9.6323988019280608e-14, 1.3440839960883953e-22, 4.8044892074497552e-27, 8.4635607767302367e-44, 4.4794546342698723e-58, 5.386962403455715e-59, 4.646279742048557e-66, 2.1265265806063321e-100, 2.5129809162630157e-164, 1.4286934348586381e-201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bryozoan,"[0, 17, 23, 5, 3, 15, 9, 1, 10, 20, 4, 13, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.9999986176925294, 1.3802772755606594e-06, 2.0287098189861187e-09, 1.4524980997880421e-12, 5.3439094629418088e-15, 1.2773110100867562e-16, 1.8621264231730083e-33, 5.1750590266297125e-43, 1.2758812663486216e-57, 4.7068925515044539e-61, 9.2976866545737103e-79, 2.1781249032490288e-95, 2.4476066929685484e-131, 3.9882362140233142e-174, 1.2505612140746139e-290, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
zooid,"[17, 3, 23, 0, 5, 15, 9, 1, 10, 20, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99982557366935509, 0.00016477855648390542, 9.6465595062933287e-06, 1.2146738505133959e-09, 1.0439906271479459e-16, 2.9058560598134047e-29, 2.6908080862971747e-48, 7.8453512336996115e-54, 9.2190079969265283e-66, 5.4607505230610839e-77, 1.2728197723857607e-94, 3.5290571753762817e-96, 1.3157518609240861e-150, 2.1544745003666463e-164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
specialist,"[3, 23, 17, 0, 5, 15, 9, 13, 1, 10, 20, 4, 11, 12, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.9999576045051044, 4.2395338059358125e-05, 1.5681653786317048e-10, 1.4589767219158763e-21, 3.5879183409878806e-47, 4.3557228278188701e-60, 8.3377860067789931e-82, 1.6872976704404692e-86, 1.364367265943771e-87, 3.1935479337850724e-94, 7.157337662455097e-98, 4.3382628890626884e-117, 4.6770725872889342e-126, 7.9490860952931303e-160, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
channel,"[15, 5, 0, 9, 17, 1, 23, 20, 3, 10, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999899266071712, 1.007339270922529e-06, 9.0583972389839451e-15, 1.354511007925904e-15, 1.35571749257394e-18, 8.2442363793243453e-26, 2.7550029978705693e-28, 7.4774328623303686e-34, 3.2738313964545469e-35, 2.8120174469478002e-45, 2.8999573431353429e-70, 1.0083282077463163e-91, 7.258760644341327e-139, 8.743664463558573e-196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
swim,"[17, 23, 0, 3, 5, 15, 9, 1, 13, 10, 20, 4, 12, 11, 22, 14, 16, 8, 7, 6, 18, 19, 21, 2, 24]","[0.99939267765636841, 0.0006072699820844124, 5.1595243120806143e-08, 7.6627605329659634e-10, 7.3105517566571774e-18, 4.4184166631706373e-27, 2.8600002066648014e-45, 7.1798088142016866e-55, 6.5417260676288289e-72, 2.7403220969238665e-80, 1.061842592330903e-87, 3.1777032524983878e-98, 5.6829064829996551e-139, 2.3902074214971705e-152, 1.3285929964058125e-298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
radic,"[1, 15, 9, 5, 0, 12, 20, 4, 10, 13, 7, 22, 2, 3, 21, 6, 18, 8, 17, 11, 23, 14, 19, 16, 24]","[1.0, 5.0754285683637767e-27, 9.7436850167887895e-53, 3.1174315822066737e-56, 1.4778017387336363e-96, 7.4974665279160609e-99, 3.3799842770854208e-109, 1.6754202085887366e-109, 5.3356958490600652e-122, 1.3400335670738069e-162, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
slug,"[23, 17, 3, 0, 5, 15, 9, 1, 13, 10, 20, 4, 11, 12, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999818520455908, 1.326285645097066e-06, 4.8850964192330413e-07, 1.7327929315900095e-13, 7.3088192666413762e-30, 2.0796090480463696e-40, 1.5083250278961523e-64, 2.0092406060928511e-71, 1.9125977865729771e-94, 9.420335171849716e-99, 1.5205275787513467e-102, 6.867094493569209e-108, 5.2028330976483497e-150, 7.9249843706737749e-168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
snail,"[0, 17, 15, 5, 23, 3, 9, 1, 10, 20, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999999553779162, 4.4621650156738039e-09, 3.3410316937370445e-14, 2.1680317567405347e-15, 1.063622176533073e-15, 2.0839455252168546e-21, 2.2178577446027661e-30, 1.4409405537803506e-37, 8.3368450276535836e-58, 1.401873364591684e-62, 1.1686976711077796e-96, 5.8423164078772996e-115, 3.9566694640910364e-148, 2.4187904258333903e-241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
forest,"[15, 9, 5, 0, 1, 17, 10, 23, 20, 3, 13, 4, 12, 11, 14, 16, 8, 7, 6, 18, 19, 21, 2, 22, 24]","[0.99999998454870831, 1.5446505138070563e-08, 4.7682808689067328e-12, 4.0813486095386015e-19, 1.365124483689096e-20, 4.8927719300177599e-30, 5.2736261880470548e-39, 2.7684356021756591e-40, 2.725337151658033e-43, 5.5480320346180313e-54, 8.1527315134937366e-71, 7.1331777351568257e-96, 1.0099360380369978e-117, 2.0400628218334865e-227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
